STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
GLW00016504,1963/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",4,",X",2,",X",0,",X",0,",X",0,",X",0,",X",7,",X",0,",X",2,",X",0,",X",,,,,-2.2,",X,04,",0,",,X,30,+",3,",,X,06,",5.6,",,X,26,",21.7,",X,29,+",7680.5,X,293.9,",X",10.3,",,,X",3,",,,X",8.54,",X",13.35,",,,X",3.72,",,,X",90,",X",12.3,",X"
GLW00016504,1963/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",7,",X",2,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",2,,,,1.7,",X,19,",0,",,X,31,+",0,",,X,31,+",6.1,",,X,25,",20.6,",X,06,",258.7,X,258.7,",X",13,",,,X",0,",,,X",9.99,",X",14.57,",,,X",5.4,",,,X",225,"1,X",14.4,"1,X"
GLW00016504,1963/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",10,",X",4,",X",0,",X",0,",X",0,",X",0,",X",1,",X",0,",X",0,",X",0,",X",3,,,,0,",X,30,",0,",,X,31,+",0,",T,X,29,",16.3,",,X,31,",20,",X,14,",536.9,X,278.2,",X",46.2,",,,X",0,",T,,X",9.36,",X",14.78,",,,X",3.94,",,,X",68,",X",15.4,",X"
GLW00016504,1963/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",18,",X",4,",X",0,",X",5,",X",3,",X",0,",X",23,",X",6,",X",0,",X",0,",X",6,,,,-10,",X,27,",102,",,X,24,",71,",,X,24,",5.1,",,X,06,",14.4,",X,02,",1047.6,X,510.7,",X",27.3,",,,X",214,",,,X",1.31,",X",4.56,",,,X",-1.94,",,,X",,,,
GLW00016504,1963/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",8,",X",3,",X",0,",X",4,",X",2,",X",2,",X",30,",X",26,",X",0,",X",0,",X",4,,,,-19.4,",X,24,",51,",,X,31,+",43,",,X,30,",9.9,",,X,02,",7.2,",X,01,",1844.4,X,796.8,",X",22.9,",,,X",129,",,,X",-7.37,",X",-3.98,",,,X",-10.76,",,,X",,,,
GLW00016504,1963/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",9,",X",0,",X",0,",X",21,",X",0,",X",13,",X",30,",X",27,",X",0,",X",0,",X",3,,,,-30.6,",X,29,+",51,",,X,30,+",23,",,X,11,",2.3,",,X,11,",7.2,",X,02,",2791.8,X,947.4,",X",7.1,",,,X",91,",,,X",-13.25,",X",-9.6,",,,X",-16.89,",,,X",248,"2,X",14.4,"2,X"
GLW00016504,1963/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",5,",X",0,",X",0,",X",1,",X",0,",X",11,",X",29,",X",22,",X",0,",X",0,",X",4,,,,-28.3,",X,01,",51,",,X,01,",8,",,X,10,",0.8,",,X,10,",7.8,",X,18,",3655.1,X,863.3,",X",2.8,",,,X",23,",,,X",-9.51,",X",-4.93,",,,X",-14.1,",,,X",203,",X",18.5,",X"
GLW00016504,1964/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",6,",X",1,",X",0,",X",10,",X",1,",X",19,",X",28,",X",20,",X",0,",X",0,",X",2,,,,-32.2,",X,11,",51,",,X,21,+",25,",,X,20,",4.1,",,X,20,",12.2,",X,16,",4607,X,951.9,",X",6,",,,X",77,",,,X",-12.37,",X",-7.66,",,,X",-17.08,",,,X",150,",X",25.2,",X"
GLW00016504,1964/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",7,",X",3,",X",0,",X",13,",X",2,",X",10,",X",27,",X",18,",X",0,",X",0,",X",3,,,,-31.1,",X,02,",152,",,X,20,",145,",,X,19,",10.2,",,X,19,",7.8,",X,10,",5426.7,X,819.7,",X",25.7,",,,X",264,",,,X",-9.93,",X",-5.3,",,,X",-14.56,",,,X",100,",X",20.6,",X"
GLW00016504,1964/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",8,",X",3,",X",0,",X",30,",X",3,",X",24,",X",31,",X",28,",X",0,",X",0,",X",1,,,,-37.2,",X,23,",102,",,X,12,+",99,",,X,07,",12.2,",,X,07,",11.7,",X,03,",6616.9,X,1190.2,",X",24.1,",,,X",242,",,,X",-20.06,",X",-14.87,",,,X",-25.25,",,,X",130,",X",20.6,",X"
GLW00016504,1964/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",7,",X",1,",X",0,",X",17,",X",1,",X",7,",X",29,",X",19,",X",0,",X",0,",X",1,,,,-22.2,",X,15,+",76,",,X,09,+",43,",,X,06,",5.1,",,X,06,",11.7,",X,20,",7349.7,X,732.8,",X",10.7,",,,X",108,",,,X",-6.09,",X",-1.71,",,,X",-10.48,",,,X",120,",X",17,",X"
GLW00016504,1964/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",8,",X",2,",X",0,",X",2,",X",2,",X",0,",X",25,",X",6,",X",0,",X",0,",X",5,,,,-8.9,",X,02,",25,",,X,22,+",64,",,X,21,",5.1,",,X,22,",19.4,",X,30,",7865.9,X,516.2,",X",13.5,",,,X",125,",,,X",1.68,",X",6.11,",,,X",-2.75,",,,X",240,",X",12.3,",X"
GLW00016504,1964/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"2,X",13,",X",6,",X",0,",X",0,",X",1,",X",0,"1,X",3,"1,X",0,"1,X",0,"1,X",0,"1,X",2,,,,0,"1,X,26,+",0,",,X,30,+",51,",,X,26,",8.9,",,X,20,",18.3,"1,X,01,",8160.2,X,294.3,"1,X",37.7,",,,X",54,",,,X",7.88,"2,X",12.28,"1,,,X",3.48,"1,,,X",280,"1,X",17,"1,X"
GLW00016504,1964/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",16,",X",8,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",7,,,,0.6,",X,31,",0,",,X,31,+",0,",T,X,30,+",19.6,",,X,24,",19.4,",X,03,",307.2,X,307.2,",X",68.9,",,,X",0,",T,,X",8.42,",X",12.4,",,,X",4.45,",,,X",220,",X",15.4,",X"
GLW00016504,1964/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",4,",X",2,",X",0,",X",0,",X",0,",X",0,",X",3,",X",0,",X",3,",X",0,",X",,,,,-0.6,",X,28,+",0,",,X,31,+",0,",,X,31,+",3.3,",,X,24,",22.8,",X,13,",581,X,273.8,",X",9.7,",,,X",0,",,,X",9.5,",X",15.06,",,,X",3.94,",,,X",280,",X",17,",X"
GLW00016504,1964/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",3,",X",2,",X",0,",X",2,",X",2,",X",0,",X",17,",X",2,",X",0,",X",0,",X",2,,,,-6.7,",X,29,",102,",,X,30,",66,",,X,29,",6.9,",,X,30,",15.6,",X,07,",986,X,405,",X",12.8,",,,X",127,",,,X",4.83,",X",10.02,",,,X",-0.36,",,,X",60,",X",19,",X"
GLW00016504,1964/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",11,",X",3,",X",0,",X",25,",X",4,",X",7,",X",29,",X",22,",X",0,",X",0,",X",,,,,-20.6,",X,28,+",102,",,X,01,",81,",,X,10,",8.1,",,X,10,",7.8,",X,05,",1787,X,801,",X",21.3,",,,X",208,",,,X",-7.5,",X",-3.53,",,,X",-11.48,",,,X",110,",X",17.5,",X"
GLW00016504,1964/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,,,5,",X",1,",X",0,",X",30,",X",1,",X",17,"3,X",27,"3,X",25,"3,X",0,"3,X",0,"3,X",1,,,,-31.7,"3,X,20,",102,",,X,08,+",28,",,X,02,",3.8,",,X,02,",5.6,"3,X,28,",,,,,8.2,",,,X",82,",,,X",-15.57,"6,X",-10.91,"3,,,X",-20.22,"3,,,X",60,",X",18.5,",X"
GLW00016504,1964/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",9,",X",4,",X",0,",X",31,",X",4,",X",19,",X",31,",X",26,",X",0,",X",0,",X",1,,,,-34.4,",X,30,",229,",,X,31,+",117,",,X,28,",13.5,",,X,28,",3.3,",X,24,",,,1026.1,",X",37.5,",,,X",375,",,,X",-14.77,",X",-9.58,",,,X",-19.95,",,,X",210,",X",22.6,",X"
GLW00016504,1965/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,,,11,",X",6,",X",0,",X",31,",X",6,",X",19,"3,X",28,"3,X",24,"3,X",0,"3,X",0,"3,X",2,,,,-42.8,"3,X,22,",330,",,X,14,+",84,",,X,05,",13,",,X,06,",6.1,"3,X,31,",,,,,42.8,",,,X",410,",,,X",-19.71,"6,X",-13.83,"3,,,X",-25.59,"3,,,X",100,",X",22.6,",X"
GLW00016504,1965/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"2,X",11,",X",3,",X",0,",X",27,",X",3,",X",7,"1,X",26,"1,X",13,"1,X",0,"1,X",0,"1,X",,,,,-31.7,"1,X,11,",254,",,X,18,+",56,",,X,17,",6.1,",,X,17,",10,"1,X,20,",,,673.2,"1,X",18.6,",,,X",187,",,,X",-7.78,"2,X",-2.14,"1,,,X",-13.42,"1,,,X",180,",X",21.6,",X"
GLW00016504,1965/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"2,X",10,",X",0,",X",0,",X",30,",X",0,",X",19,"1,X",30,"1,X",25,"1,X",0,"1,X",0,"1,X",1,,,,-26.1,"1,X,06,",51,",,X,21,+",15,",,X,04,",1,",,X,04,+",2.8,"1,X,09,",,,908.5,"1,X",6.1,",,,X",67,",,,X",-12.89,"2,X",-8.3,"1,,,X",-17.48,"1,,,X",300,",X",15.4,",X"
GLW00016504,1965/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",7,",X",2,",X",0,",X",23,",X",2,",X",7,",X",29,",X",22,",X",0,",X",0,",X",1,,,,-20.6,",X,16,+",127,",,X,21,",64,",,X,20,",6.1,",,X,20,",9.4,",X,27,",,,799.8,",X",14.9,",,,X",150,",,,X",-8.33,",X",-4.55,",,,X",-12.1,",,,X",50,",X",16.4,",X"
GLW00016504,1965/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",3,",X",0,",X",0,",X",0,",X",0,",X",0,",X",16,",X",0,",X",0,",X",0,",X",1,,,,-3.9,",X,09,",0,",,X,31,+",0,",T,X,19,",0.5,",,X,31,+",19.4,",X,29,+",,,378.7,",X",1.3,",,,X",0,",T,,X",6.12,",X",10.8,",,,X",1.43,",,,X",70,"1,X",18,"1,X"
GLW00016504,1965/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",11,"1,X",3,"1,X",0,"1,X",0,",X",0,",X",0,",X",3,",X",0,",X",0,",X",0,",X",3,,,,-2.8,",X,17,",0,",,X,30,+",0,",T,X,06,+",6.1,"1,,X,02,",20,",X,13,",,,318.1,",X",25.4,"1,,,X",0,",T,,X",7.73,",X",11.87,",,,X",3.59,",,,X",290,"1,X",14.4,"1,X"
GLW00016504,1965/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",5,",X",1,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",2,",X",0,",X",,,1,,3.3,",X,04,",0,",,X,31,+",0,",,X,31,+",3.6,",,X,19,",21.7,",X,25,",208.8,X,208.8,",X",8.7,",,,X",0,",,,X",11.6,",X",17.28,",,,X",5.92,",,,X",310,",X",12.9,",X"
GLW00016504,1965/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",5,",X",3,",X",0,",X",0,",X",0,",X",0,",X",6,",X",0,",X",0,",X",0,",X",2,,,,-3.9,",X,30,+",0,",,X,31,+",0,",,X,31,+",6.1,",,X,04,",20,",X,08,",512.9,X,304.1,",X",14.5,",,,X",0,",,,X",8.52,",X",13.39,",,,X",3.65,",,,X",70,",X",15.4,",X"
GLW00016504,1965/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",7,",X",3,",X",0,",X",0,",X",2,",X",0,",X",16,",X",1,",X",0,",X",0,",X",2,,,,-8.3,",X,25,",0,",,X,30,+",30,",,X,23,",4.3,",,X,01,",12.8,",X,11,+",974.6,X,461.7,",X",14.7,",,,X",58,",,,X",2.94,",X",7.28,",,,X",-1.4,",,,X",260,",X",24.7,",X"
GLW00016504,1965/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"2,X",9,",X",2,",X",0,",X",16,",X",2,",X",4,"1,X",28,"1,X",17,"1,X",0,"1,X",0,"1,X",3,,,,-23.3,"1,X,22,",51,",,X,28,+",51,",,X,16,",5.8,",,X,17,",10,"1,X,03,",1660.9,X,686.3,"1,X",16.3,",,,X",151,",,,X",-5.29,"2,X",-1.51,"1,,,X",-9.06,"1,,,X",110,"1,X",13.4,"1,X"
GLW00016504,1965/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"2,X",3,",X",1,",X",0,",X",14,",X",1,",X",7,"1,X",29,"1,X",22,"1,X",0,"1,X",0,"1,X",1,,,,-22.2,"1,X,30,",51,",,X,16,+",51,",,X,13,",4.6,",,X,13,",11.7,"1,X,12,",2434.3,X,773.4,"1,X",5.4,",,,X",56,",,,X",-9.34,"2,X",-5.16,"1,,,X",-13.53,"1,,,X",130,"1,X",21.6,"1,X"
GLW00016504,1965/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"4,X",6,",X",2,",X",0,",X",22,",X",2,",X",26,"2,X",29,"2,X",27,"2,X",0,"2,X",0,"2,X",1,,,,-34.4,"2,X,30,",127,",,X,28,",97,",,X,27,",7.6,",,X,27,",1.7,"2,X,07,",3508.7,X,1074.4,"2,X",14.6,",,,X",144,",,,X",-21.38,"4,X",-17.8,"2,,,X",-24.96,"2,,,X",300,",X",13.9,",X"
GLW00016504,1966/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"4,X",7,",X",3,",X",0,",X",31,",X",3,",X",28,"2,X",29,"2,X",29,"2,X",0,"2,X",0,"2,X",3,,,,-41.7,"2,X,08,+",152,",,X,22,",36,",,X,22,+",3.6,",,X,22,",-7.2,"2,X,22,+",4727.3,X,1218.6,"2,X",12.7,",,,X",139,",,,X",-26.8,"4,X",-23.06,"2,,,X",-30.54,"2,,,X",310,",X",16.4,",X"
GLW00016504,1966/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",3,",X",0,",X",0,",X",28,",X",0,",X",22,",X",28,",X",24,",X",0,",X",0,",X",3,,,,-35,",X,01,",102,",,X,14,+",23,",,X,21,",2.3,",,X,21,",6.7,",X,17,",5754.8,X,1027.5,",X",3.9,",,,X",44,",,,X",-18.36,",X",-13.55,",,,X",-23.18,",,,X",100,",X",23.6,",X"
GLW00016504,1966/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",13,",X",0,",X",0,",X",31,",X",0,",X",28,",X",31,",X",29,",X",0,",X",0,",X",6,,,,-35,",X,13,",76,",,X,15,+",15,",,X,25,",1,",,X,25,+",1.1,",X,08,",6952.9,X,1198.1,",X",7.7,",,,X",92,",,,X",-20.31,",X",-15.71,",,,X",-24.92,",,,X",290,",X",18.5,",X"
GLW00016504,1966/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",5,",X",0,",X",0,",X",29,",X",0,",X",7,",X",30,",X",28,",X",0,",X",0,",X",2,,,,-23.9,",X,12,",51,",,X,20,+",23,",,X,18,",2,",,X,18,",4.4,",X,22,",7774.2,X,821.3,",X",4.8,",,,X",49,",,,X",-9.05,",X",-4.95,",,,X",-13.14,",,,X",120,",X",11.8,",X"
GLW00016504,1966/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",2,",X",0,",X",0,",X",0,",X",0,",X",0,",X",26,",X",6,",X",0,",X",0,",X",2,,,,-11.7,",X,04,+",0,",,X,31,+",3,",,X,24,+",0.3,",,X,25,+",15,",X,31,",8318.7,X,544.5,",X",0.6,",,,X",6,",,,X",0.77,",X",5.13,",,,X",-3.59,",,,X",260,",X",13.9,",X"
GLW00016504,1966/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",6,",X",0,",X",0,",X",0,",X",0,",X",0,",X",5,",X",0,",X",0,",X",0,",X",2,,1,,-3.9,",X,15,",0,",,X,30,+",18,",,X,14,",1.3,",,X,18,+",20,",X,27,",8624.5,X,305.8,",X",5.4,",,,X",28,",,,X",8.14,",X",12.87,",,,X",3.41,",,,X",300,"1,X",15.9,"1,X"
GLW00016504,1966/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",14,",X",4,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",6,,,,2.2,",X,27,+",0,",,X,31,+",0,",,X,31,+",14.2,",,X,24,",20.6,",X,16,",238.6,X,238.6,",X",38.7,",,,X",0,",,,X",10.64,",X",15.16,",,,X",6.12,",,,X",200,",X",19,",X"
GLW00016504,1966/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",0,",X",3,",X",0,",X",0,",X",0,",X",,,,,-1.7,",X,24,",0,",,X,31,+",0,",,X,31,+",0,",T,X,29,+",20.6,",X,03,+",511.1,X,272.5,",X",0,",T,,X",0,",,,X",9.54,",X",15.64,",,,X",3.45,",,,X",90,",X",9.3,",X"
GLW00016504,1966/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",10,",X",1,",X",0,",X",1,",X",1,",X",0,",X",17,",X",1,",X",0,",X",0,",X",4,,,,-8.9,",X,20,",25,",,X,19,",30,",,X,19,",3,",,X,19,",16.1,",X,26,",951.1,X,440,",X",13.7,",,,X",48,",,,X",3.67,",X",7.57,",,,X",-0.24,",,,X",230,"1,X",22.1,"1,X"
GLW00016504,1966/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"2,X",8,",X",1,",X",0,",X",9,",X",1,",X",1,"1,X",24,"1,X",7,"1,X",0,"1,X",0,"1,X",1,,,,-17.8,"1,X,20,",51,",,X,22,+",58,",,X,17,",5.6,",,X,17,",11.7,"1,X,31,",1481.8,X,530.7,"1,X",11.5,",,,X",113,",,,X",-0.15,"2,X",4.04,"1,,,X",-4.34,"1,,,X",90,",X",20,",X"
GLW00016504,1966/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"4,X",13,",X",4,",X",0,",X",18,",X",4,",X",5,"2,X",28,"2,X",22,"2,X",0,"2,X",0,"2,X",6,,,,-27.2,"2,X,30,",127,",,X,22,",81,",,X,12,",6.1,",,X,21,",7.8,"2,X,05,",2151.7,X,669.9,"2,X",30.6,",,,X",296,",,,X",-7.86,"4,X",-3.56,"2,,,X",-12.16,"2,,,X",200,",X",25.2,",X"
GLW00016504,1966/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"4,X",13,"1,X",5,"1,X",0,"1,X",31,",X",6,",X",22,"2,X",29,"2,X",28,"2,X",0,"2,X",0,"2,X",,,,,-36.7,"2,X,30,+",330,",,X,22,",229,",,X,21,",20.3,"1,,X,21,",1.7,"2,X,02,",3133.1,X,981.4,"2,X",49.7,"1,,,X",526,",,,X",-17.62,"4,X",-12.61,"2,,,X",-22.63,"2,,,X",200,",X",18.5,",X"
GLW00016504,1967/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,,,10,",X",3,",X",0,",X",31,",X",3,",X",15,"3,X",28,"3,X",19,"3,X",0,"3,X",0,"3,X",5,,,,-34.4,"3,X,15,",178,",,X,01,",41,",,X,04,",5.6,",,X,04,",8.3,"3,X,07,",,,,,19,",,,X",179,",,,X",-12.67,"6,X",-7.14,"3,,,X",-18.2,"3,,,X",90,",X",21.6,",X"
GLW00016504,1967/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",10,"1,X",2,"1,X",0,"1,X",28,",X",2,",X",25,",X",28,",X",27,",X",0,",X",0,",X",,,,,-32.8,",X,28,",102,",,X,21,+",38,",,X,06,",4.6,"1,,X,06,",6.7,",X,07,",,,1080.7,",X",13.2,"1,,,X",148,",,,X",-20.26,",X",-16.23,",,,X",-24.3,",,,X",,,,
GLW00016504,1967/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",8,",X",1,",X",0,",X",31,",X",1,",X",29,",X",31,",X",31,",X",0,",X",0,",X",,,,,-36.7,",X,02,",102,",,X,31,+",51,",,X,08,",5.6,",,X,09,",-1.1,",X,27,",,,1254.5,",X",10.1,",,,X",101,",,,X",-22.14,",X",-17.79,",,,X",-26.48,",,,X",203,"1,X",15.4,"1,X"
GLW00016504,1967/4/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",7,",X",1,",X",0,",X",28,",X",1,",X",15,",X",30,",X",28,",X",0,",X",0,",X",,,,,-24.4,",X,12,",102,",,X,03,+",30,",,X,23,",2.5,",,X,23,",4.4,",X,04,",,,934.7,",X",9.4,",,,X",95,",,,X",-12.82,",X",-8.67,",,,X",-16.97,",,,X",90,",X",20.6,",X"
GLW00016504,1967/5/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",4,",X",1,",X",0,",X",1,",X",0,",X",0,",X",14,",X",3,",X",0,",X",0,",X",4,,,,-15,",X,01,",51,",,X,01,",8,",,X,03,",3,",,X,16,",15,",X,18,",,,445,",X",5.6,",,,X",8,",,,X",3.98,",X",8.64,",,,X",-0.68,",,,X",90,",X",12.3,",X"
GLW00016504,1967/6/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",8,",X",4,",X",0,",X",0,",X",0,",X",0,",X",4,",X",0,",X",0,",X",0,",X",2,,,,-1.7,",X,12,",0,",,X,30,+",0,",T,X,18,+",7.1,",,X,22,",17.2,",X,14,",,,337.5,",X",22.5,",,,X",0,",T,,X",7.08,",X",11.06,",,,X",3.1,",,,X",293,"1,X",13.9,"1,X"
GLW00016504,1967/7/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"2,X",6,",X",2,",X",0,",X",0,",X",0,",X",0,"1,X",0,"1,X",0,"1,X",0,"1,X",0,"1,X",2,,,,2.2,"1,X,28,",0,",,X,31,+",0,",,X,31,+",6.4,",,X,21,",18.9,"1,X,27,+",234.6,X,234.6,"1,X",13.6,",,,X",0,",,,X",10.25,"2,X",15.48,"1,,,X",5.01,"1,,,X",248,",X",10.3,",X"
GLW00016504,1967/8/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",6,",X",0,",X",0,",X",0,",X",0,",X",0,",X",7,",X",0,",X",0,",X",0,",X",2,,,,-3.9,",X,24,",0,",,X,31,+",0,",,X,31,+",2.3,",,X,07,",18.3,",X,01,",564.2,X,329.6,",X",6.1,",,,X",0,",,,X",7.7,",X",12.65,",,,X",2.75,",,,X",225,",X",15.4,",X"
GLW00016504,1967/9/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",11,",X",6,",X",0,",X",0,",X",1,",X",0,",X",17,",X",2,",X",0,",X",0,",X",2,,,,-8.9,",X,17,",0,",,X,30,+",140,",,X,10,",16.3,",,X,22,+",15,",X,26,",1026.8,X,462.6,",X",51.3,",,,X",140,",,,X",2.91,",X",6.57,",,,X",-0.74,",,,X",203,",X",21.6,",X"
GLW00016504,1967/10/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,",X",10,",X",4,",X",0,",X",29,",X",3,",X",4,",X",31,",X",28,",X",0,",X",0,",X",4,,,,-21.7,",X,28,+",127,",,X,31,+",79,",,X,22,",7.9,",,X,22,",3.3,",X,21,",1855.9,X,829.1,",X",22.1,",,,X",208,",,,X",-8.41,",X",-5.33,",,,X",-11.5,",,,X",293,",X",9.8,",X"
GLW00016504,1967/11/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"2,X",12,",X",2,",X",0,",X",30,",X",2,",X",19,"1,X",29,"1,X",24,"1,X",0,"1,X",0,"1,X",,,,,-33.3,"1,X,29,",203,",,X,13,+",71,",,X,08,",7.1,",,X,08,",6.1,"1,X,15,+",2764.9,X,909,"1,X",19.9,",,,X",186,",,,X",-13.96,"2,X",-8.89,"1,,,X",-19.03,"1,,,X",180,",X",17,",X"
GLW00016504,1967/12/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",,,0,"4,X",7,",X",1,",X",0,",X",31,",X",2,",X",23,"2,X",29,"2,X",25,"2,X",0,"2,X",0,"2,X",,,,,-33.9,"2,X,31,",178,",,X,25,+",36,",,X,12,",3.3,",,X,12,",6.7,"2,X,23,",3772,X,1007.1,"2,X",8.5,",,,X",91,",,,X",-18.24,"4,X",-13.53,"2,,,X",-22.95,"2,,,X",203,",X",16.4,",X"
GLW00016504,1968/1/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,",X",8,",X",1,",X",0,",X",31,",X",1,",X",25,",X",31,",X",29,",X",0,",X",0,",X",3,,,,-40.6,",X,31,+",178,",,X,27,+",122,",,X,23,",12.2,",,X,23,",2.8,",X,10,",4993.5,X,1221.5,",X",16.2,",,,X",157,",,,X",-21.07,",X",-16.54,",,,X",-25.6,",,,X",,,,
GLW00016504,1968/2/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"4,X",5,"1,X",1,"1,X",0,"1,X",29,",X",3,",X",20,"2,X",25,"2,X",18,"2,X",0,"2,X",0,"2,X",1,,,,-35.6,"2,X,29,",305,",,X,13,",203,",,X,12,",16.5,"1,,X,23,",6.7,"2,X,20,",5854.1,X,860.6,"2,X",19.7,"1,,,X",450,",,,X",-15.42,"4,X",-9.66,"2,,,X",-21.19,"2,,,X",,,,
GLW00016504,1968/3/1,67.01667,-50.8,50.3,"SONDRESTROM, GL",0,X,0,"2,X",8,",X",5,",X",0,",X",31,",X",4,",X",25,"1,X",30,"1,X",27,"1,X",0,"1,X",0,"1,X",1,,,,-39.4,"1,X,23,",305,",,X,01,",152,",,X,01,",14,",,X,01,",6.7,"1,X,06,",7021.9,X,1167.8,"1,X",40.4,",,,X",412,",,,X",-22,"2,X",-16.8,"1,,,X",-27.2,"1,,,X",225,"1,X",14.9,"1,X"
